,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
222,Same Day,Corporate,Furniture,Furnishings,Florida,Coral Springs,238.0668,1,0.05,11.90334,168.09665999999999,168.09665999999999
223,Standard Class,Consumer,Furniture,Chairs,Texas,Houston,280.0976,4,0.05,14.00488,165.99512,41.49878
224,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,3939.7384,4,0.05,196.98692000000003,803.01308,200.75327
225,Standard Class,Corporate,Office Supplies,Binders,Colorado,Denver,183.3072,3,0.05,9.16536,170.83464,56.944880000000005
226,Standard Class,Corporate,Office Supplies,Storage,Colorado,Denver,773.568,2,0.05,38.6784,141.3216,70.6608
227,Standard Class,Corporate,Office Supplies,Storage,Colorado,Denver,551.844,3,0.05,27.592200000000005,152.4078,50.802600000000005
228,Standard Class,Corporate,Furniture,Chairs,Pennsylvania,Philadelphia,369.8424,2,0.05,18.49212,161.50788,80.75394
229,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,185.3636,2,0.05,9.26818,170.73182,85.36591
230,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,188.1054,1,0.05,9.40527,170.59473,170.59473
231,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,2918.3496,7,0.05,145.91748,454.08252,64.86893142857143
232,Same Day,Consumer,Office Supplies,Binders,Florida,Boynton Beach,247.365,5,0.05,12.368250000000002,167.63175,33.52635
233,Same Day,Consumer,Furniture,Furnishings,Florida,Boynton Beach,243.96800000000002,2,0.05,12.198400000000001,167.8016,83.9008
234,Standard Class,Home Office,Technology,Phones,Pennsylvania,Chester,224.289,3,0.05,11.21445,168.78555,56.26185
235,Second Class,Home Office,Office Supplies,Binders,North Carolina,Charlotte,228.3288,3,0.05,11.416440000000001,168.58356,56.194520000000004
236,Second Class,Home Office,Office Supplies,Storage,North Carolina,Charlotte,767.3022,3,0.05,38.36511,141.63488999999998,47.21162999999999
237,Standard Class,Corporate,Office Supplies,Binders,North Carolina,Greenville,211.7088,4,0.05,10.58544,169.41456,42.35364
238,Standard Class,Corporate,Office Supplies,Storage,Illinois,Chicago,295.128,4,0.05,14.7564,165.24360000000001,41.310900000000004
239,Standard Class,Corporate,Office Supplies,Appliances,Illinois,Chicago,775.6512,3,0.05,38.782560000000004,561.21744,187.07248
240,Standard Class,Corporate,Office Supplies,Binders,Illinois,Chicago,292.12,8,0.05,14.606000000000002,165.394,20.67425
241,Same Day,Consumer,Furniture,Chairs,Texas,Fort Worth,657.2139999999999,5,0.05,32.8607,147.13929999999993,29.42785999999999
242,Same Day,Consumer,Technology,Accessories,Texas,Fort Worth,251.1911,1,0.05,12.559555000000001,167.440445,167.440445
243,First Class,Consumer,Office Supplies,Binders,Florida,Jacksonville,210.793,1,0.05,10.539650000000002,169.46035,169.46035
244,Standard Class,Consumer,Office Supplies,Binders,Texas,Austin,187.623,7,0.05,9.38115,170.61885,24.37412142857143
245,First Class,Consumer,Furniture,Chairs,California,Pasadena,349.64639999999997,2,0.05,17.482319999999998,162.51768,81.25884
246,Standard Class,Consumer,Furniture,Chairs,Ohio,Columbus,348.68960000000004,2,0.05,17.434480000000004,162.56552000000002,81.28276000000001
247,Standard Class,Corporate,Office Supplies,Binders,Florida,Deltona,188.8128,6,0.05,9.44064,170.55936,28.42656
248,Standard Class,Consumer,Office Supplies,Binders,Ohio,Cincinnati,189.4122,3,0.05,9.47061,170.52939,56.84313
249,First Class,Consumer,Office Supplies,Binders,Illinois,Chicago,228.015,6,0.05,11.40075,168.59925,28.099875
250,Standard Class,Home Office,Technology,Phones,Ohio,Lorain,183.6135,1,0.05,9.180674999999999,170.819325,170.819325
251,Standard Class,Consumer,Office Supplies,Binders,Texas,Dallas,182.808,3,0.05,9.1404,170.8596,56.9532
252,Standard Class,Consumer,Office Supplies,Appliances,Texas,Dallas,201.89,2,0.05,10.0945,169.9055,84.95275
253,Standard Class,Consumer,Office Supplies,Storage,Connecticut,Middletown,732.56,4,0.05,36.628,143.372,35.843
254,First Class,Corporate,Technology,Machines,North Carolina,Jacksonville,903.528,2,0.05,45.1764,134.8236,67.4118
255,First Class,Corporate,Office Supplies,Binders,North Carolina,Jacksonville,208.188,5,0.05,10.4094,169.5906,33.91812
256,First Class,Corporate,Office Supplies,Binders,North Carolina,Jacksonville,230.0136,6,0.05,11.500680000000001,168.49932,28.08322
257,Second Class,Consumer,Furniture,Chairs,Illinois,Evanston,508.38329999999996,3,0.05,25.419165,154.580835,51.526945000000005
258,Same Day,Consumer,Office Supplies,Storage,Texas,Houston,444.9312,3,0.05,22.246560000000002,157.75344,52.584480000000006
259,Same Day,Consumer,Office Supplies,Storage,Texas,Houston,496.60200000000003,11,0.05,24.8301,155.16989999999998,14.106354545454543
260,First Class,Consumer,Furniture,Furnishings,Texas,Fort Worth,183.4293,1,0.05,9.171465000000001,170.828535,170.828535
261,Second Class,Consumer,Furniture,Chairs,California,Los Angeles,325.568,2,0.05,16.2784,163.7216,81.8608
262,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,546.3316,4,0.05,27.316580000000002,152.68342,38.170855
263,First Class,Corporate,Office Supplies,Binders,Arizona,Tucson,243.98000000000002,14,0.05,12.199000000000002,167.801,11.985785714285713
264,First Class,Corporate,Technology,Machines,Arizona,Tucson,339.99,2,0.05,16.9995,163.0005,81.50025
265,First Class,Corporate,Technology,Accessories,Arizona,Tucson,455.9448,6,0.05,22.797240000000002,157.20276,26.200460000000003
266,First Class,Corporate,Furniture,Chairs,Arizona,Tucson,1645.2456000000002,4,0.05,82.26228000000002,517.73772,129.43443
267,Standard Class,Consumer,Furniture,Bookcases,Colorado,Colorado Springs,2376.8019999999997,7,0.05,118.84009999999999,881.1598999999998,125.87998571428568
268,Standard Class,Home Office,Furniture,Furnishings,Illinois,Aurora,354.2004,3,0.05,17.71002,162.28998,54.09666000000001
269,Standard Class,Corporate,Furniture,Tables,Illinois,Aurora,1683.067,5,0.05,84.15335,515.84665,103.16932999999999
270,Standard Class,Corporate,Furniture,Tables,Illinois,Aurora,289.2978,3,0.05,14.46489,165.53511,55.17837
271,Standard Class,Home Office,Furniture,Tables,Ohio,Columbus,443.3092,2,0.05,22.16546,157.83454,78.91727
272,First Class,Home Office,Office Supplies,Supplies,Pennsylvania,Philadelphia,192.49360000000001,1,0.05,9.624680000000001,170.37532,170.37532
273,First Class,Home Office,Furniture,Tables,Pennsylvania,Philadelphia,370.8756,3,0.05,18.54378,161.45622,53.81874
274,Standard Class,Consumer,Furniture,Tables,Arizona,Phoenix,1197.6108,3,0.05,59.880539999999996,540.1194599999999,180.03981999999996
275,First Class,Corporate,Furniture,Furnishings,Texas,Houston,186.4064,4,0.05,9.32032,170.67968,42.66992
276,Standard Class,Corporate,Office Supplies,Binders,Arizona,Mesa,300.98,2,0.05,15.049000000000001,164.951,82.4755
277,Standard Class,Corporate,Office Supplies,Binders,Arizona,Mesa,316.0881,9,0.05,15.804405000000001,164.195595,18.243955
278,Standard Class,Corporate,Office Supplies,Storage,Arizona,Mesa,301.4028,6,0.05,15.070140000000002,164.92986,27.48831
279,Standard Class,Corporate,Office Supplies,Storage,Arizona,Mesa,630.0144,4,0.05,31.50072,148.49928,37.12482
280,Standard Class,Consumer,Technology,Phones,Ohio,Columbus,441.2232,8,0.05,22.06116,157.93884,19.742355
281,Same Day,Consumer,Furniture,Chairs,Texas,Amarillo,3403.92,5,0.05,170.19600000000003,429.804,85.96079999999999
282,First Class,Home Office,Office Supplies,Storage,Illinois,Chicago,383.8608,4,0.05,19.19304,160.80696,40.20174
283,First Class,Home Office,Furniture,Chairs,Illinois,Chicago,737.6437999999999,7,0.05,36.88219,143.11781,20.445401428571426
284,First Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,184.2534,3,0.05,9.212670000000001,170.78733,56.92911
285,First Class,Consumer,Office Supplies,Binders,Arizona,Phoenix,183.375,1,0.05,9.168750000000001,170.83125,170.83125
286,Standard Class,Consumer,Furniture,Tables,New Jersey,Vineland,455.3782,2,0.05,22.76891,157.23109,78.615545
287,First Class,Corporate,Furniture,Chairs,Texas,Pasadena,1233.9936,6,0.05,61.69968,118.30032,19.71672
288,Standard Class,Consumer,Furniture,Furnishings,Arizona,Glendale,304.4104,4,0.05,15.22052,164.77947999999998,41.194869999999995
289,Standard Class,Consumer,Technology,Accessories,Arizona,Glendale,286.7733,3,0.05,14.338665,165.661335,55.220445000000005
290,Same Day,Consumer,Furniture,Furnishings,Texas,Houston,190.70080000000002,4,0.05,9.53504,170.46496,42.61624
291,Standard Class,Consumer,Office Supplies,Storage,Texas,Coppell,196.9938,1,0.05,9.84969,170.15031,170.15031
292,Standard Class,Consumer,Office Supplies,Storage,Texas,Austin,767.3022,3,0.05,38.36511,141.63488999999998,47.21162999999999
293,Standard Class,Home Office,Furniture,Tables,California,Los Angeles,1780.8468,6,0.05,89.04234000000001,510.95766,85.15961
294,Standard Class,Consumer,Office Supplies,Binders,Texas,Dallas,234.519,5,0.05,11.725950000000001,168.27405,33.65481
295,Standard Class,Consumer,Office Supplies,Binders,Texas,Dallas,198.2088,4,0.05,9.910440000000001,170.08956,42.52239
296,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,252.784,1,0.05,12.6392,167.3608,167.3608
297,Standard Class,Consumer,Office Supplies,Storage,Arizona,Tucson,485.7912,6,0.05,24.28956,155.71044,25.95174
298,Standard Class,Corporate,Office Supplies,Storage,New York,New York City,392.88,6,0.05,19.644000000000002,160.356,26.726
299,Standard Class,Corporate,Office Supplies,Binders,Texas,San Antonio,244.5624,2,0.05,12.22812,167.77188,83.88594
300,Second Class,Home Office,Office Supplies,Appliances,Texas,Houston,214.0326,6,0.05,10.701630000000002,169.29837,28.216395000000002
301,Same Day,Consumer,Furniture,Tables,New York,New York City,1940.6085,5,0.05,97.03042500000001,502.96957499999996,100.593915
302,First Class,Consumer,Technology,Accessories,Texas,Allen,201.7485,3,0.05,10.087425000000001,169.912575,56.637525000000004
303,First Class,Consumer,Office Supplies,Binders,Texas,Allen,202.3992,4,0.05,10.11996,169.88004,42.47001
304,First Class,Consumer,Furniture,Chairs,California,Los Angeles,851.861,5,0.05,42.593050000000005,137.40695,27.481389999999998
305,First Class,Consumer,Technology,Phones,Texas,El Paso,229.833,3,0.05,11.49165,168.50835,56.169450000000005
306,First Class,Consumer,Furniture,Chairs,Texas,El Paso,965.088,5,0.05,48.254400000000004,131.7456,26.34912
307,First Class,Consumer,Furniture,Tables,New York,New York City,1135.9284,9,0.05,56.796420000000005,543.20358,60.35595333333333
308,First Class,Home Office,Furniture,Bookcases,Illinois,Peoria,574.9638,3,0.05,28.74819,151.25180999999995,50.41726999999998
309,Standard Class,Consumer,Furniture,Chairs,Ohio,Columbus,230.0488,2,0.05,11.50244,168.49756,84.24878
310,Second Class,Consumer,Furniture,Furnishings,Texas,Carrollton,209.985,2,0.05,10.499250000000002,169.50075,84.750375
311,Standard Class,Home Office,Technology,Accessories,Pennsylvania,Philadelphia,277.6221,3,0.05,13.881105,166.118895,55.372965
312,Second Class,Consumer,Office Supplies,Binders,Ohio,Cleveland,255.636,6,0.05,12.7818,167.2182,27.869699999999998
313,Standard Class,Consumer,Office Supplies,Storage,Oregon,Tigard,1436.35,5,0.05,71.8175,528.1824999999999,105.63649999999998
314,Standard Class,Consumer,Technology,Phones,Oregon,Tigard,706.0032,4,0.05,35.30016,144.69984,36.17496
315,First Class,Home Office,Technology,Accessories,Pennsylvania,Philadelphia,218.454,2,0.05,10.9227,169.0773,84.53865
316,First Class,Home Office,Office Supplies,Fasteners,Pennsylvania,Philadelphia,183.8808,2,0.05,9.19404,170.80596,85.40298
317,Second Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,322.024,6,0.05,16.101200000000002,83.8988,13.983133333333333
318,Second Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,235.0728,1,0.05,11.75364,168.24636,168.24636
319,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,1435.682,5,0.05,71.78410000000001,528.2159,105.64318
320,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,203.16,3,0.05,10.158000000000001,169.84199999999998,56.614
321,Second Class,Consumer,Technology,Accessories,Texas,Dallas,485.01539999999994,3,0.05,24.25077,155.74923,51.916410000000006
322,Second Class,Consumer,Technology,Accessories,Texas,Dallas,277.3668,2,0.05,13.868340000000002,166.13166,83.06583
323,Standard Class,Consumer,Furniture,Tables,New York,New York City,1991.4088,4,0.05,99.57044,500.42956,125.10739
324,Standard Class,Corporate,Furniture,Furnishings,Texas,Houston,212.3556,2,0.05,10.617780000000002,169.38222,84.69111
325,Standard Class,Corporate,Office Supplies,Binders,Texas,Houston,196.7994,3,0.05,9.839970000000001,170.16003,56.72001
326,Standard Class,Corporate,Office Supplies,Storage,Pennsylvania,Philadelphia,259.3604,1,0.05,12.968020000000003,167.03198000000003,167.03198000000003
327,Standard Class,Corporate,Technology,Machines,Pennsylvania,Philadelphia,1958.896,4,0.05,97.9448,902.0552,225.5138
328,First Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,182.178,2,0.05,9.1089,170.8911,85.44555
329,First Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,193.2818,2,0.05,9.664090000000002,170.33591,85.167955
330,Standard Class,Consumer,Furniture,Tables,Pennsylvania,Philadelphia,1680.5832,6,0.05,84.02916,515.97084,85.99513999999999
331,Same Day,Consumer,Office Supplies,Binders,Arizona,Glendale,196.8168,3,0.05,9.84084,170.15915999999999,56.719719999999995
332,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,200.898,2,0.05,10.0449,169.9551,84.97755
333,Standard Class,Consumer,Furniture,Chairs,California,San Francisco,252.89190000000002,1,0.05,12.644595000000002,167.355405,167.355405
334,Second Class,Consumer,Furniture,Tables,Illinois,Chicago,2332.1875,7,0.05,116.609375,883.390625,126.19866071428571
335,Standard Class,Consumer,Furniture,Bookcases,California,San Francisco,502.1444,2,0.05,25.10722,154.89278,77.44639
336,Standard Class,Consumer,Office Supplies,Storage,New York,New York City,634.9,5,0.05,31.745,148.255,29.651
337,Standard Class,Consumer,Furniture,Bookcases,Illinois,Chicago,610.8696,3,0.05,30.543480000000002,149.45651999999995,49.81883999999999
338,Second Class,Corporate,Furniture,Tables,Ohio,Dublin,1298.24,5,0.05,64.912,115.088,23.017599999999998
339,Standard Class,Consumer,Office Supplies,Storage,Texas,Dallas,551.844,3,0.05,27.592200000000005,152.4078,50.802600000000005
340,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,193.6808,2,0.05,9.684040000000001,170.31596,85.15798
341,Standard Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,677.7,7,0.05,33.885000000000005,146.11500000000007,20.873571428571438
342,Second Class,Consumer,Office Supplies,Binders,North Carolina,Jacksonville,199.4688,8,0.05,9.97344,170.02656,21.25332
343,Standard Class,Home Office,Furniture,Tables,Texas,San Antonio,419.4846,2,0.05,20.974230000000002,159.02577,79.512885
344,First Class,Home Office,Office Supplies,Binders,Texas,Houston,288.0768,6,0.05,14.40384,165.59616,27.59936
345,Standard Class,Consumer,Furniture,Bookcases,California,San Diego,596.1712,4,0.05,29.80856,150.19144,37.54786
346,Standard Class,Consumer,Furniture,Bookcases,California,San Diego,493.8954,3,0.05,24.694770000000002,155.30523,51.768409999999996
347,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Greensboro,193.5044,4,0.05,9.675220000000001,170.32478,42.581195
348,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Greensboro,270.92150000000004,5,0.05,13.546075000000002,166.45392500000003,33.29078500000001
349,Standard Class,Corporate,Office Supplies,Supplies,Texas,Dallas,188.3712,4,0.05,9.41856,170.58144,42.64536
350,Standard Class,Corporate,Office Supplies,Binders,Texas,Dallas,212.38830000000002,7,0.05,10.619415000000002,169.380585,24.19722642857143
351,Second Class,Corporate,Office Supplies,Storage,Illinois,Chicago,302.48,2,0.05,15.124000000000002,164.87600000000003,82.43800000000002
352,Second Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,189.9057,1,0.05,9.495285,170.504715,170.504715
353,Second Class,Consumer,Office Supplies,Supplies,Pennsylvania,Philadelphia,6713.0766,7,0.05,335.65383,664.34617,94.90659571428571
354,Standard Class,Corporate,Furniture,Furnishings,Illinois,Chicago,208.273,7,0.05,10.41365,169.58635,24.22662142857143
355,Standard Class,Corporate,Furniture,Tables,California,Los Angeles,358.64279999999997,3,0.05,17.93214,162.06785999999997,54.02261999999999
356,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,841.92,2,0.05,42.096000000000004,557.904,278.952
357,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,233.50900000000001,2,0.05,11.675450000000001,168.32455,84.162275
358,Standard Class,Corporate,Office Supplies,Appliances,Illinois,Chicago,917.6208,6,0.05,45.881040000000006,554.11896,92.35316
359,Standard Class,Corporate,Furniture,Chairs,Illinois,Chicago,245.6562,3,0.05,12.282810000000001,167.71719,55.90573
360,Standard Class,Consumer,Office Supplies,Binders,Oregon,Redmond,236.376,10,0.05,11.818800000000001,168.1812,16.81812
361,Standard Class,Consumer,Technology,Phones,Ohio,Cleveland,1548.7518,2,0.05,77.43759,522.56241,261.281205
362,Standard Class,Corporate,Technology,Machines,Texas,Austin,2303.9787,3,0.05,115.198935,484.801065,161.600355
363,Second Class,Corporate,Furniture,Furnishings,Texas,San Antonio,251.372,2,0.05,12.568600000000002,167.4314,83.7157
364,Second Class,Corporate,Office Supplies,Storage,Texas,Houston,323.90999999999997,5,0.05,16.1955,163.80449999999996,32.76089999999999
365,Second Class,Corporate,Office Supplies,Binders,Texas,Houston,267.312,4,0.05,13.3656,166.6344,41.6586
366,First Class,Consumer,Furniture,Bookcases,New York,New York City,466.5444,2,0.05,23.32722,156.67278,78.33639
367,Standard Class,Corporate,Furniture,Tables,Colorado,Aurora,1793.018,5,0.05,89.65090000000001,510.3491,102.06982
368,Same Day,Corporate,Technology,Phones,Ohio,Newark,643.4775,3,0.05,32.173875,147.826125,49.275375
369,Standard Class,Home Office,Office Supplies,Storage,Pennsylvania,Philadelphia,275.8636,2,0.05,13.793180000000001,166.20682,83.10341
370,Standard Class,Consumer,Furniture,Bookcases,New York,Long Beach,378.88200000000006,1,0.05,18.944100000000002,161.05590000000004,161.05590000000004
