Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Office Supplies,Dallas,United States,0.8,1,75220,-13.93,2,7.96,Consumer,Standard Class,Texas,Appliances
Office Supplies,Middletown,United States,0,1,06457,0,4,552.56,Consumer,Standard Class,Connecticut,Storage
Technology,Jacksonville,United States,0.5,1,28540,-27.828,2,695.7,Corporate,First Class,North Carolina,Machines
Office Supplies,Jacksonville,United States,0.7,1,28540,-12.528,5,15.66,Corporate,First Class,North Carolina,Binders
Office Supplies,Jacksonville,United States,0.7,1,28540,-21.1596,6,28.854,Corporate,First Class,North Carolina,Binders
Furniture,Evanston,United States,0.3,1,60201,-70.1043,3,258.279,Consumer,Second Class,Illinois,Chairs
Office Supplies,Houston,United States,0.2,1,77036,-44.1552,3,220.776,Consumer,Same Day,Texas,Storage
Office Supplies,Houston,United States,0.2,1,77036,-35.178,11,281.424,Consumer,Same Day,Texas,Storage
Furniture,Fort Worth,United States,0.6,1,76106,-1.4413,1,1.988,Consumer,First Class,Texas,Furnishings
Furniture,Los Angeles,United States,0.2,1,90049,0,2,145.568,Consumer,Second Class,California,Chairs
Technology,Philadelphia,United States,0.4,1,19120,-56.7556,4,309.576,Corporate,Standard Class,Pennsylvania,Phones
Office Supplies,Tucson,United States,0.7,1,85705,-25.592,14,38.388,Corporate,First Class,Arizona,Binders
Technology,Tucson,United States,0.7,1,85705,-63.996,2,95.994,Corporate,First Class,Arizona,Machines
Technology,Tucson,United States,0.2,1,85705,-35.9928,6,239.952,Corporate,First Class,Arizona,Accessories
Furniture,Tucson,United States,0.2,1,85705,-146.1096,4,899.136,Corporate,First Class,Arizona,Chairs
Furniture,Colorado Springs,United States,0.7,1,80906,-786.744,7,590.058,Consumer,Standard Class,Colorado,Bookcases
Furniture,Aurora,United States,0.6,1,60505,-90.2484,3,83.952,Home Office,Standard Class,Illinois,Furnishings
Furniture,Aurora,United States,0.5,1,60505,-430.617,5,652.45,Corporate,Standard Class,Illinois,Tables
Furniture,Aurora,United States,0.5,1,60505,-42.6528,3,66.645,Corporate,Standard Class,Illinois,Tables
Furniture,Columbus,United States,0.4,1,43229,-58.1332,2,205.176,Home Office,Standard Class,Ohio,Tables
Office Supplies,Philadelphia,United States,0.2,1,19143,-2.1896,1,10.304,Home Office,First Class,Pennsylvania,Supplies
Furniture,Philadelphia,United States,0.4,1,19143,-36.1116,3,154.764,Home Office,First Class,Pennsylvania,Tables
Furniture,Phoenix,United States,0.5,1,85023,-204.4458,3,393.165,Consumer,Standard Class,Arizona,Tables
Furniture,Houston,United States,0.6,1,77041,-1.4784,4,4.928,Corporate,First Class,Texas,Furnishings
Office Supplies,Mesa,United States,0.7,1,85204,-48.392,2,72.588,Corporate,Standard Class,Arizona,Binders
Office Supplies,Mesa,United States,0.7,1,85204,-59.0571,9,77.031,Corporate,Standard Class,Arizona,Binders
Office Supplies,Mesa,United States,0.2,1,85204,-1.4988,6,119.904,Corporate,Standard Class,Arizona,Storage
Office Supplies,Mesa,United States,0.2,1,85204,-86.3664,4,363.648,Corporate,Standard Class,Arizona,Storage
Technology,Columbus,United States,0.4,1,43229,-40.4712,8,220.752,Consumer,Standard Class,Ohio,Phones
Furniture,Amarillo,United States,0.3,1,79109,-350.49,5,2453.43,Consumer,Same Day,Texas,Chairs
Office Supplies,Chicago,United States,0.2,1,60653,-39.1248,4,164.736,Home Office,First Class,Illinois,Storage
Furniture,Chicago,United States,0.3,1,60653,-87.3418,7,470.302,Home Office,First Class,Illinois,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19134,-1.7514,3,2.502,Corporate,First Class,Pennsylvania,Binders
Office Supplies,Phoenix,United States,0.7,1,85023,-1.35,1,2.025,Consumer,First Class,Arizona,Binders
Furniture,Vineland,United States,0.3,1,08360,-31.3722,2,244.006,Consumer,Standard Class,New Jersey,Tables
Furniture,Pasadena,United States,0.3,1,77506,-29.2776,6,1024.716,Corporate,First Class,Texas,Chairs
Furniture,Glendale,United States,0.2,1,85301,-3.0344,4,121.376,Consumer,Standard Class,Arizona,Furnishings
Technology,Glendale,United States,0.2,1,85301,-10.7973,3,95.976,Consumer,Standard Class,Arizona,Accessories
Furniture,Houston,United States,0.6,1,77036,-4.0128,4,6.688,Consumer,Same Day,Texas,Furnishings
Office Supplies,Coppell,United States,0.2,1,75019,-0.2098,1,16.784,Consumer,Standard Class,Texas,Storage
Office Supplies,Austin,United States,0.2,1,78745,-47.2542,3,540.048,Consumer,Standard Class,Texas,Storage
Furniture,Los Angeles,United States,0.2,1,90004,-175.8708,6,1004.976,Home Office,Standard Class,California,Tables
Office Supplies,Dallas,United States,0.8,1,75220,-33.139,5,21.38,Consumer,Standard Class,Texas,Binders
Office Supplies,Dallas,United States,0.8,1,75220,-11.4648,4,6.744,Consumer,Standard Class,Texas,Binders
Furniture,Philadelphia,United States,0.3,1,19120,-9.098,1,63.686,Consumer,Standard Class,Pennsylvania,Chairs
Office Supplies,Tucson,United States,0.2,1,85705,-58.6872,6,247.104,Consumer,Standard Class,Arizona,Storage
Office Supplies,New York City,United States,0,1,10035,0,6,212.88,Corporate,Standard Class,New York,Storage
Office Supplies,San Antonio,United States,0.8,1,78207,-40.6504,2,23.912,Corporate,Standard Class,Texas,Binders
Office Supplies,Houston,United States,0.8,1,77095,-24.7086,6,9.324,Home Office,Second Class,Texas,Appliances
Furniture,New York City,United States,0.4,1,10011,-295.9785,5,1044.63,Consumer,Same Day,New York,Tables
Technology,Allen,United States,0.2,1,75002,-0.2685,3,21.48,Consumer,First Class,Texas,Accessories
Office Supplies,Allen,United States,0.8,1,75002,-13.6152,4,8.784,Consumer,First Class,Texas,Binders
Furniture,Los Angeles,United States,0.2,1,90004,-67.941,5,603.92,Consumer,First Class,California,Chairs
Technology,El Paso,United States,0.2,1,79907,-9.153,3,40.68,Consumer,First Class,Texas,Phones
Furniture,El Paso,United States,0.3,1,79907,-21.808,5,763.28,Consumer,First Class,Texas,Chairs
Furniture,New York City,United States,0.4,1,10024,-153.1224,9,382.806,Consumer,First Class,New York,Tables
Furniture,Peoria,United States,0.3,1,61604,-35.9058,3,359.058,Home Office,First Class,Illinois,Bookcases
Furniture,Columbus,United States,0.3,1,43229,-2.0568,2,47.992,Consumer,Standard Class,Ohio,Chairs
Furniture,Carrollton,United States,0.6,1,75007,-13.993,2,15.992,Consumer,Second Class,Texas,Furnishings
Technology,Philadelphia,United States,0.2,1,19143,-13.6461,3,83.976,Home Office,Standard Class,Pennsylvania,Accessories
Office Supplies,Cleveland,United States,0.7,1,44105,-34.38,6,41.256,Consumer,Second Class,Ohio,Binders
Office Supplies,Tigard,United States,0.2,1,97224,-167.27,5,669.08,Consumer,Standard Class,Oregon,Storage
Technology,Tigard,United States,0.2,1,97224,-87.6672,4,438.336,Consumer,Standard Class,Oregon,Phones
Technology,Philadelphia,United States,0.2,1,19140,-3.094,2,35.36,Home Office,First Class,Pennsylvania,Accessories
Office Supplies,Philadelphia,United States,0.2,1,19140,-0.7128,2,3.168,Home Office,First Class,Pennsylvania,Fasteners
Office Supplies,Philadelphia,United States,0.7,1,19143,-100.92,6,121.104,Consumer,Second Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19143,-9.1788,1,45.894,Consumer,Second Class,Pennsylvania,Phones
Technology,Philadelphia,United States,0.4,1,19143,-158.102,5,677.58,Corporate,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.7,1,19143,-9.264,3,13.896,Corporate,Standard Class,Pennsylvania,Binders
Technology,Dallas,United States,0.2,1,75217,-7.4394,3,297.576,Consumer,Second Class,Texas,Accessories
Technology,Dallas,United States,0.2,1,75217,-2.3748,2,94.992,Consumer,Second Class,Texas,Accessories
Furniture,New York City,United States,0.4,1,10011,-373.3048,4,1018.104,Consumer,Standard Class,New York,Tables
Furniture,Houston,United States,0.6,1,77041,-10.4196,2,21.936,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77041,-10.2114,3,6.588,Corporate,Standard Class,Texas,Binders
Office Supplies,Philadelphia,United States,0.2,1,19134,-14.5764,1,64.784,Corporate,Standard Class,Pennsylvania,Storage
Technology,Philadelphia,United States,0.7,1,19134,-559.356,4,399.54,Corporate,Standard Class,Pennsylvania,Machines
Office Supplies,Philadelphia,United States,0.7,1,19143,-0.99,2,1.188,Corporate,First Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.7,1,19143,-5.7638,2,7.518,Corporate,First Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.4,1,19143,-227.4912,6,853.092,Consumer,Standard Class,Pennsylvania,Tables
Office Supplies,Glendale,United States,0.7,1,85301,-7.1148,3,9.702,Consumer,Same Day,Arizona,Binders
Office Supplies,Philadelphia,United States,0.7,1,19120,-9.288,2,11.61,Consumer,Standard Class,Pennsylvania,Binders
Furniture,San Francisco,United States,0.2,1,94122,-0.8999,1,71.992,Consumer,Standard Class,California,Chairs
Furniture,Chicago,United States,0.5,1,60610,-566.5625,7,765.625,Consumer,Second Class,Illinois,Tables
Furniture,San Francisco,United States,0.15,1,94110,-14.4784,2,307.666,Consumer,Standard Class,California,Bookcases
Office Supplies,New York City,United States,0,1,10011,0,5,454.9,Consumer,Standard Class,New York,Storage
Furniture,Chicago,United States,0.3,1,60623,-71.8116,3,359.058,Consumer,Standard Class,Illinois,Bookcases
Furniture,Dublin,United States,0.4,1,43017,-69.89,5,1048.35,Corporate,Second Class,Ohio,Tables
Office Supplies,Dallas,United States,0.2,1,75081,-33.804,3,338.04,Consumer,Standard Class,Texas,Storage
Office Supplies,Philadelphia,United States,0.2,1,19140,-2.5128,2,11.168,Consumer,Standard Class,Pennsylvania,Storage
Technology,Philadelphia,United States,0.2,1,19140,-55.3,7,442.4,Consumer,Standard Class,Pennsylvania,Accessories
Office Supplies,Jacksonville,United States,0.7,1,28540,-8.2368,8,11.232,Consumer,Second Class,North Carolina,Binders
Furniture,San Antonio,United States,0.3,1,78207,-32.5226,2,206.962,Home Office,Standard Class,Texas,Tables
Office Supplies,Houston,United States,0.8,1,77095,-66.5088,6,41.568,Home Office,First Class,Texas,Binders
Furniture,San Diego,United States,0.15,1,92105,-4.8392,4,411.332,Consumer,Standard Class,California,Bookcases
Furniture,San Diego,United States,0.15,1,92105,-20.6964,3,293.199,Consumer,Standard Class,California,Bookcases
Office Supplies,Greensboro,United States,0.7,1,27405,-5.8604,4,7.644,Consumer,Standard Class,North Carolina,Binders
Office Supplies,Greensboro,United States,0.7,1,27405,-39.4565,5,51.465,Consumer,Standard Class,North Carolina,Binders
Office Supplies,Dallas,United States,0.2,1,75081,-1.3952,4,6.976,Corporate,Standard Class,Texas,Supplies
Office Supplies,Dallas,United States,0.8,1,75081,-20.1663,7,12.222,Corporate,Standard Class,Texas,Binders
Office Supplies,Chicago,United States,0.2,1,60623,-24.496,2,97.984,Corporate,Second Class,Illinois,Storage
Office Supplies,Philadelphia,United States,0.7,1,19134,-4.2987,1,5.607,Consumer,Second Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.2,1,19134,-1049.3406,7,4663.736,Consumer,Second Class,Pennsylvania,Supplies
Furniture,Chicago,United States,0.6,1,60610,-12.117,7,16.156,Corporate,Standard Class,Illinois,Furnishings
Furniture,Los Angeles,United States,0.2,1,90045,-8.5068,3,170.136,Corporate,Standard Class,California,Tables
Office Supplies,Chicago,United States,0.8,1,60623,-166.32,2,75.6,Consumer,Standard Class,Illinois,Appliances
Furniture,Chicago,United States,0.6,1,60623,-24.189,2,29.32,Consumer,Standard Class,Illinois,Furnishings
Office Supplies,Chicago,United States,0.8,1,60623,-225.5568,6,92.064,Corporate,Standard Class,Illinois,Appliances
Furniture,Chicago,United States,0.3,1,60623,-2.6982,3,62.958,Corporate,Standard Class,Illinois,Chairs
Office Supplies,Redmond,United States,0.7,1,97756,-25.056,10,31.32,Consumer,Standard Class,Oregon,Binders
Technology,Cleveland,United States,0.4,1,44105,-168.9558,2,779.796,Consumer,Standard Class,Ohio,Phones
Technology,Austin,United States,0.4,1,78745,-263.9967,3,1439.982,Corporate,Standard Class,Texas,Machines
Furniture,San Antonio,United States,0.6,1,78207,-30.588,2,40.784,Corporate,Second Class,Texas,Furnishings
Office Supplies,Houston,United States,0.2,1,77041,-15.99,5,127.92,Corporate,Second Class,Texas,Storage
Office Supplies,Houston,United States,0.8,1,77041,-53.072,4,34.24,Corporate,Second Class,Texas,Binders
Furniture,New York City,United States,0.2,1,10009,-28.9764,2,257.568,Consumer,First Class,New York,Bookcases
Furniture,Aurora,United States,0.5,1,80013,-465.568,5,727.45,Corporate,Standard Class,Colorado,Tables
Technology,Newark,United States,0.4,1,43055,-92.6955,3,370.782,Corporate,Same Day,Ohio,Phones
Office Supplies,Philadelphia,United States,0.2,1,19143,-17.6076,2,78.256,Home Office,Standard Class,Pennsylvania,Storage
Furniture,Long Beach,United States,0.2,1,11561,-22.098,1,176.784,Consumer,Standard Class,New York,Bookcases
Furniture,Los Angeles,United States,0.2,1,90049,-44.2764,4,393.568,Consumer,Standard Class,California,Chairs
Office Supplies,Jacksonville,United States,0.7,1,32216,-48.1194,9,68.742,Corporate,Standard Class,Florida,Binders
Office Supplies,Hialeah,United States,0.7,1,33012,-331.96,8,398.352,Home Office,First Class,Florida,Binders
Furniture,Fairfield,United States,0.4,1,45014,-122.877,3,409.59,Consumer,First Class,Ohio,Tables
Office Supplies,Miami,United States,0.7,1,33178,-336.784,4,505.176,Consumer,Second Class,Florida,Binders
Furniture,Miami,United States,0.45,1,33178,-110.7645,3,174.0585,Consumer,Second Class,Florida,Tables
Office Supplies,Apopka,United States,0.7,1,32712,-2.1648,2,2.952,Corporate,Standard Class,Florida,Binders
Office Supplies,Apopka,United States,0.7,1,32712,-21.6144,6,27.018,Corporate,Standard Class,Florida,Binders
Office Supplies,Broomfield,United States,0.7,1,80020,-13.312,2,19.968,Consumer,Standard Class,Colorado,Binders
Office Supplies,Broomfield,United States,0.2,1,80020,-1.2558,7,33.488,Consumer,Standard Class,Colorado,Storage
Office Supplies,Broomfield,United States,0.7,1,80020,-6.1152,4,8.736,Consumer,Standard Class,Colorado,Binders
Office Supplies,Quincy,United States,0.8,1,62301,-5.184,9,3.24,Corporate,First Class,Illinois,Binders
Furniture,New York City,United States,0.4,1,10009,-93.3262,1,254.526,Corporate,Standard Class,New York,Tables
Office Supplies,Chicago,United States,0.8,1,60610,-8.6768,4,5.104,Consumer,Standard Class,Illinois,Binders
Technology,Chicago,United States,0.2,1,60610,-2.1885,3,35.016,Consumer,Standard Class,Illinois,Accessories
Office Supplies,Philadelphia,United States,0.7,1,19134,-3.7996,4,4.956,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Springfield,United States,0.2,1,97477,-2.1195,3,11.304,Home Office,Standard Class,Oregon,Fasteners
Office Supplies,Houston,United States,0.8,1,77036,-766.012,5,294.62,Consumer,Second Class,Texas,Appliances
Furniture,Houston,United States,0.6,1,77036,-3.7196,4,8.752,Consumer,Second Class,Texas,Furnishings
Office Supplies,Lubbock,United States,0.8,1,79424,-17.046,3,11.364,Home Office,Standard Class,Texas,Binders
Furniture,Chicago,United States,0.3,1,60623,-36.6744,2,183.372,Consumer,First Class,Illinois,Bookcases
Office Supplies,Peoria,United States,0.7,1,85345,-3.3264,7,4.536,Home Office,Standard Class,Arizona,Binders
Office Supplies,Peoria,United States,0.7,1,85345,-6.104,2,9.156,Home Office,Standard Class,Arizona,Binders
Office Supplies,Philadelphia,United States,0.7,1,19134,-2.0016,3,2.502,Consumer,First Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.7,1,19134,-4.752,4,6.48,Consumer,First Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.3,1,19134,-73.176,8,341.488,Consumer,First Class,Pennsylvania,Chairs
Furniture,Los Angeles,United States,0.2,1,90049,-9.147,3,146.352,Corporate,Standard Class,California,Chairs
Furniture,Pomona,United States,0.2,1,91767,-97.7394,3,710.832,Consumer,Standard Class,California,Tables
Office Supplies,Philadelphia,United States,0.7,1,19134,-1.294,1,1.941,Corporate,Second Class,Pennsylvania,Binders
Furniture,Ontario,United States,0.2,1,91761,-46.137,5,283.92,Consumer,Standard Class,California,Chairs
Furniture,Wilmington,United States,0.3,1,19805,-48.7839,3,310.443,Consumer,Standard Class,Delaware,Tables
Office Supplies,Denver,United States,0.2,1,80219,-15.9102,3,636.408,Consumer,Standard Class,Colorado,Storage
Furniture,Tucson,United States,0.2,1,85705,-25.9136,4,259.136,Home Office,Same Day,Arizona,Chairs
Office Supplies,Mesquite,United States,0.8,1,75150,-1.4016,1,0.876,Corporate,Same Day,Texas,Binders
Furniture,Rochester,United States,0.4,1,14609,-13.978,1,209.67,Consumer,Second Class,New York,Tables
Office Supplies,Ormond Beach,United States,0.7,1,32174,-1.9656,3,2.808,Consumer,Standard Class,Florida,Binders
Furniture,Sunnyvale,United States,0.2,1,94086,-2.6997,3,215.976,Corporate,First Class,California,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19134,-122.3928,3,152.991,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.2,1,19134,-2.3814,7,10.584,Consumer,Standard Class,Pennsylvania,Fasteners
Furniture,Grand Prairie,United States,0.6,1,75051,-11.439,5,14.76,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Grand Prairie,United States,0.8,1,75051,-5.8496,4,3.656,Consumer,Standard Class,Texas,Binders
Furniture,Long Beach,United States,0.4,1,11561,-347.1174,3,991.764,Corporate,Standard Class,New York,Tables
Technology,Philadelphia,United States,0.4,1,19140,-4.7976,2,23.988,Corporate,Standard Class,Pennsylvania,Phones
Furniture,York,United States,0.3,1,17403,-18.0882,3,422.058,Corporate,Standard Class,Pennsylvania,Chairs
Office Supplies,York,United States,0.7,1,17403,-27.9312,4,38.088,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,York,United States,0.2,1,17403,-50.8704,6,254.352,Corporate,Standard Class,Pennsylvania,Storage
Furniture,College Station,United States,0.3,1,77840,-53.2704,3,233.058,Consumer,Standard Class,Texas,Chairs
Furniture,Dallas,United States,0.6,1,75081,-10.1736,3,22.608,Home Office,Standard Class,Texas,Furnishings
